GameID,FileName,Extension,Platform,Genre,Description,Compatibility,Size,DownloadLink,CoverArtLink
PSX-11F246F2,Action Man 2 - Destruction X,CHD,Sony PlayStation 1,Action,"Action Man 2 - Destruction X.chd is an engaging Action game released for the Sony PlayStation 1. This title offers a unique experience within the action genre, featuring the signature mechanics and art style that fans of the series and platform enjoy.","Use DuckStation or ePSXe. Highly compatible with almost any modern PC, Android, or iOS device. Requires original BIOS files for best accuracy.",8.19 MB,https://archive.org/download/ps1-rip-chd-ck/Action Man 2 - Destruction X.chd,https://thumbnails.libretro.com/Sony%20-%20PlayStation/Named_Boxarts/Action%20Man%202%20-%20Destruction%20X.png
PSX-53229545,Activision Classics,CHD,Sony PlayStation 1,General,Activision Classics.chd is a classic title for the Sony PlayStation 1. Experience the original gameplay and features that made this game a notable entry in its library.,"Use DuckStation or ePSXe. Highly compatible with almost any modern PC, Android, or iOS device. Requires original BIOS files for best accuracy.",2.54 MB,https://archive.org/download/ps1-rip-chd-ck/Activision Classics.chd,https://thumbnails.libretro.com/Sony%20-%20PlayStation/Named_Boxarts/Activision%20Classics.png
PSX-DC06D2FD,Actua Soccer - Club Edition,CHD,Sony PlayStation 1,General,Actua Soccer - Club Edition.chd is a classic title for the Sony PlayStation 1. Experience the original gameplay and features that made this game a notable entry in its library.,"Use DuckStation or ePSXe. Highly compatible with almost any modern PC, Android, or iOS device. Requires original BIOS files for best accuracy.",6.50 MB,https://archive.org/download/ps1-rip-chd-ck/Actua Soccer - Club Edition.chd,https://thumbnails.libretro.com/Sony%20-%20PlayStation/Named_Boxarts/Actua%20Soccer%20-%20Club%20Edition.png
PSX-5F9A5559,Actua Soccer 2,CHD,Sony PlayStation 1,General,Actua Soccer 2.chd is a classic title for the Sony PlayStation 1. Experience the original gameplay and features that made this game a notable entry in its library.,"Use DuckStation or ePSXe. Highly compatible with almost any modern PC, Android, or iOS device. Requires original BIOS files for best accuracy.",58.90 MB,https://archive.org/download/ps1-rip-chd-ck/Actua Soccer 2.chd,https://thumbnails.libretro.com/Sony%20-%20PlayStation/Named_Boxarts/Actua%20Soccer%202.png
PSX-DBB75702,Actua Soccer,CHD,Sony PlayStation 1,General,Actua Soccer.chd is a classic title for the Sony PlayStation 1. Experience the original gameplay and features that made this game a notable entry in its library.,"Use DuckStation or ePSXe. Highly compatible with almost any modern PC, Android, or iOS device. Requires original BIOS files for best accuracy.",15.08 MB,https://archive.org/download/ps1-rip-chd-ck/Actua Soccer.chd,https://thumbnails.libretro.com/Sony%20-%20PlayStation/Named_Boxarts/Actua%20Soccer.png
PSX-828EB8D7,Addie no Okurimono - To Moze from Addie,CHD,Sony PlayStation 1,General,Addie no Okurimono - To Moze from Addie.chd is a classic title for the Sony PlayStation 1. Experience the original gameplay and features that made this game a notable entry in its library.,"Use DuckStation or ePSXe. Highly compatible with almost any modern PC, Android, or iOS device. Requires original BIOS files for best accuracy.",24.57 MB,https://archive.org/download/ps1-rip-chd-ck/Addie no Okurimono - To Moze from Addie.chd,https://thumbnails.libretro.com/Sony%20-%20PlayStation/Named_Boxarts/Addie%20no%20Okurimono%20-%20To%20Moze%20from%20Addie.png
PSX-3FD298B5,Advan Racing,CHD,Sony PlayStation 1,Racing,"Advan Racing.chd is an engaging Racing game released for the Sony PlayStation 1. This title offers a unique experience within the racing genre, featuring the signature mechanics and art style that fans of the series and platform enjoy.","Use DuckStation or ePSXe. Highly compatible with almost any modern PC, Android, or iOS device. Requires original BIOS files for best accuracy.",23.33 MB,https://archive.org/download/ps1-rip-chd-ck/Advan Racing.chd,https://thumbnails.libretro.com/Sony%20-%20PlayStation/Named_Boxarts/Advan%20Racing.png
PSX-0697E27F,Advanced V.G.,CHD,Sony PlayStation 1,General,Advanced V.G..chd is a classic title for the Sony PlayStation 1. Experience the original gameplay and features that made this game a notable entry in its library.,"Use DuckStation or ePSXe. Highly compatible with almost any modern PC, Android, or iOS device. Requires original BIOS files for best accuracy.",90.66 MB,https://archive.org/download/ps1-rip-chd-ck/Advanced V.G..chd,https://thumbnails.libretro.com/Sony%20-%20PlayStation/Named_Boxarts/Advanced%20V.G..png
PSX-2FF89CFA,Advanced Variable Geo,CHD,Sony PlayStation 1,General,Advanced Variable Geo.chd is a classic title for the Sony PlayStation 1. Experience the original gameplay and features that made this game a notable entry in its library.,"Use DuckStation or ePSXe. Highly compatible with almost any modern PC, Android, or iOS device. Requires original BIOS files for best accuracy.",11.88 MB,https://archive.org/download/ps1-rip-chd-ck/Advanced Variable Geo.chd,https://thumbnails.libretro.com/Sony%20-%20PlayStation/Named_Boxarts/Advanced%20Variable%20Geo.png
PSX-2CFF591E,Adventure of Phix,CHD,Sony PlayStation 1,Adventure,"Adventure of Phix.chd is an engaging Adventure game released for the Sony PlayStation 1. This title offers a unique experience within the adventure genre, featuring the signature mechanics and art style that fans of the series and platform enjoy.","Use DuckStation or ePSXe. Highly compatible with almost any modern PC, Android, or iOS device. Requires original BIOS files for best accuracy.",6.99 MB,https://archive.org/download/ps1-rip-chd-ck/Adventure of Phix.chd,https://thumbnails.libretro.com/Sony%20-%20PlayStation/Named_Boxarts/Adventure%20of%20Phix.png
PSX-F0E394E5,Adventures of Lomax,CHD,Sony PlayStation 1,General,Adventures of Lomax.chd is a classic title for the Sony PlayStation 1. Experience the original gameplay and features that made this game a notable entry in its library.,"Use DuckStation or ePSXe. Highly compatible with almost any modern PC, Android, or iOS device. Requires original BIOS files for best accuracy.",2.70 MB,https://archive.org/download/ps1-rip-chd-ck/Adventures of Lomax.chd,https://thumbnails.libretro.com/Sony%20-%20PlayStation/Named_Boxarts/Adventures%20of%20Lomax.png
PSX-ED4AF168,Agent Armstrong,CHD,Sony PlayStation 1,General,Agent Armstrong.chd is a classic title for the Sony PlayStation 1. Experience the original gameplay and features that made this game a notable entry in its library.,"Use DuckStation or ePSXe. Highly compatible with almost any modern PC, Android, or iOS device. Requires original BIOS files for best accuracy.",6.33 MB,https://archive.org/download/ps1-rip-chd-ck/Agent Armstrong.chd,https://thumbnails.libretro.com/Sony%20-%20PlayStation/Named_Boxarts/Agent%20Armstrong.png
PSX-5656CFF2,Agile Warrior F-111X,CHD,Sony PlayStation 1,General,Agile Warrior F-111X.chd is a classic title for the Sony PlayStation 1. Experience the original gameplay and features that made this game a notable entry in its library.,"Use DuckStation or ePSXe. Highly compatible with almost any modern PC, Android, or iOS device. Requires original BIOS files for best accuracy.",4.79 MB,https://archive.org/download/ps1-rip-chd-ck/Agile Warrior F-111X.chd,https://thumbnails.libretro.com/Sony%20-%20PlayStation/Named_Boxarts/Agile%20Warrior%20F-111X.png
PSX-428C0992,Air Combat,CHD,Sony PlayStation 1,General,Air Combat.chd is a classic title for the Sony PlayStation 1. Experience the original gameplay and features that made this game a notable entry in its library.,"Use DuckStation or ePSXe. Highly compatible with almost any modern PC, Android, or iOS device. Requires original BIOS files for best accuracy.",6.82 MB,https://archive.org/download/ps1-rip-chd-ck/Air Combat.chd,https://thumbnails.libretro.com/Sony%20-%20PlayStation/Named_Boxarts/Air%20Combat.png
PSX-9CD8E106,Air Hockey,CHD,Sony PlayStation 1,General,Air Hockey.chd is a classic title for the Sony PlayStation 1. Experience the original gameplay and features that made this game a notable entry in its library.,"Use DuckStation or ePSXe. Highly compatible with almost any modern PC, Android, or iOS device. Requires original BIOS files for best accuracy.",2.91 MB,https://archive.org/download/ps1-rip-chd-ck/Air Hockey.chd,https://thumbnails.libretro.com/Sony%20-%20PlayStation/Named_Boxarts/Air%20Hockey.png
PSX-26664B17,Air Race Championship,CHD,Sony PlayStation 1,General,Air Race Championship.chd is a classic title for the Sony PlayStation 1. Experience the original gameplay and features that made this game a notable entry in its library.,"Use DuckStation or ePSXe. Highly compatible with almost any modern PC, Android, or iOS device. Requires original BIOS files for best accuracy.",11.40 MB,https://archive.org/download/ps1-rip-chd-ck/Air Race Championship.chd,https://thumbnails.libretro.com/Sony%20-%20PlayStation/Named_Boxarts/Air%20Race%20Championship.png
PSX-75E923B7,Air Race,CHD,Sony PlayStation 1,General,Air Race.chd is a classic title for the Sony PlayStation 1. Experience the original gameplay and features that made this game a notable entry in its library.,"Use DuckStation or ePSXe. Highly compatible with almost any modern PC, Android, or iOS device. Requires original BIOS files for best accuracy.",6.91 MB,https://archive.org/download/ps1-rip-chd-ck/Air Race.chd,https://thumbnails.libretro.com/Sony%20-%20PlayStation/Named_Boxarts/Air%20Race.png
PSX-DF99BC3C,Akiretris by Akira Software,CHD,Sony PlayStation 1,General,Akiretris by Akira Software.chd is a classic title for the Sony PlayStation 1. Experience the original gameplay and features that made this game a notable entry in its library.,"Use DuckStation or ePSXe. Highly compatible with almost any modern PC, Android, or iOS device. Requires original BIOS files for best accuracy.",605.50 KB,https://archive.org/download/ps1-rip-chd-ck/Akiretris by Akira Software.chd,https://thumbnails.libretro.com/Sony%20-%20PlayStation/Named_Boxarts/Akiretris%20by%20Akira%20Software.png
PSX-F8E027F3,Akuji - The Heartless,CHD,Sony PlayStation 1,General,Akuji - The Heartless.chd is a classic title for the Sony PlayStation 1. Experience the original gameplay and features that made this game a notable entry in its library.,"Use DuckStation or ePSXe. Highly compatible with almost any modern PC, Android, or iOS device. Requires original BIOS files for best accuracy.",33.50 MB,https://archive.org/download/ps1-rip-chd-ck/Akuji - The Heartless.chd,https://thumbnails.libretro.com/Sony%20-%20PlayStation/Named_Boxarts/Akuji%20-%20The%20Heartless.png
PSX-16C6FCCD,Aladdin In Nasira's Revenge,CHD,Sony PlayStation 1,General,Aladdin In Nasira's Revenge.chd is a classic title for the Sony PlayStation 1. Experience the original gameplay and features that made this game a notable entry in its library.,"Use DuckStation or ePSXe. Highly compatible with almost any modern PC, Android, or iOS device. Requires original BIOS files for best accuracy.",32.66 MB,https://archive.org/download/ps1-rip-chd-ck/Aladdin In Nasira's Revenge.chd,https://thumbnails.libretro.com/Sony%20-%20PlayStation/Named_Boxarts/Aladdin%20In%20Nasira%27s%20Revenge.png
PSX-6A1DFAE6,Alex Fergusons Player Manager 2001,CHD,Sony PlayStation 1,General,Alex Fergusons Player Manager 2001.chd is a classic title for the Sony PlayStation 1. Experience the original gameplay and features that made this game a notable entry in its library.,"Use DuckStation or ePSXe. Highly compatible with almost any modern PC, Android, or iOS device. Requires original BIOS files for best accuracy.",42.69 MB,https://archive.org/download/ps1-rip-chd-ck/Alex Fergusons Player Manager 2001.chd,https://thumbnails.libretro.com/Sony%20-%20PlayStation/Named_Boxarts/Alex%20Fergusons%20Player%20Manager%202001.png
PSX-8E07E3FE,Alex Fergusons Player Manager 2002,CHD,Sony PlayStation 1,General,Alex Fergusons Player Manager 2002.chd is a classic title for the Sony PlayStation 1. Experience the original gameplay and features that made this game a notable entry in its library.,"Use DuckStation or ePSXe. Highly compatible with almost any modern PC, Android, or iOS device. Requires original BIOS files for best accuracy.",45.90 MB,https://archive.org/download/ps1-rip-chd-ck/Alex Fergusons Player Manager 2002.chd,https://thumbnails.libretro.com/Sony%20-%20PlayStation/Named_Boxarts/Alex%20Fergusons%20Player%20Manager%202002.png
PSX-0D22679D,Alexi Lalas International Soccer,CHD,Sony PlayStation 1,General,Alexi Lalas International Soccer.chd is a classic title for the Sony PlayStation 1. Experience the original gameplay and features that made this game a notable entry in its library.,"Use DuckStation or ePSXe. Highly compatible with almost any modern PC, Android, or iOS device. Requires original BIOS files for best accuracy.",8.59 MB,https://archive.org/download/ps1-rip-chd-ck/Alexi Lalas International Soccer.chd,https://thumbnails.libretro.com/Sony%20-%20PlayStation/Named_Boxarts/Alexi%20Lalas%20International%20Soccer.png
PSX-86CF49B4,Alfred Chicken,CHD,Sony PlayStation 1,General,Alfred Chicken.chd is a classic title for the Sony PlayStation 1. Experience the original gameplay and features that made this game a notable entry in its library.,"Use DuckStation or ePSXe. Highly compatible with almost any modern PC, Android, or iOS device. Requires original BIOS files for best accuracy.",26.24 MB,https://archive.org/download/ps1-rip-chd-ck/Alfred Chicken.chd,https://thumbnails.libretro.com/Sony%20-%20PlayStation/Named_Boxarts/Alfred%20Chicken.png
PSX-FE5FE4A5,Alien Resurrection,CHD,Sony PlayStation 1,General,Alien Resurrection.chd is a classic title for the Sony PlayStation 1. Experience the original gameplay and features that made this game a notable entry in its library.,"Use DuckStation or ePSXe. Highly compatible with almost any modern PC, Android, or iOS device. Requires original BIOS files for best accuracy.",23.35 MB,https://archive.org/download/ps1-rip-chd-ck/Alien Resurrection.chd,https://thumbnails.libretro.com/Sony%20-%20PlayStation/Named_Boxarts/Alien%20Resurrection.png
PSX-B3D608D9,Alien Trilogy,CHD,Sony PlayStation 1,General,Alien Trilogy.chd is a classic title for the Sony PlayStation 1. Experience the original gameplay and features that made this game a notable entry in its library.,"Use DuckStation or ePSXe. Highly compatible with almost any modern PC, Android, or iOS device. Requires original BIOS files for best accuracy.",13.15 MB,https://archive.org/download/ps1-rip-chd-ck/Alien Trilogy.chd,https://thumbnails.libretro.com/Sony%20-%20PlayStation/Named_Boxarts/Alien%20Trilogy.png
